Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,Email,Phone No.,Principal Name,Local Authority Description,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Female,Male,Total
2023,15795D,ST MARYS N S,CHURCH STREET,TEMPLEMORE,,,Tipperary,E41F596,53,-8,stmarynstemplemore@yahoo.ie,050432269,Kathleen Bane,Tipperary (Nr) County Council,Y,No subjects through Irish,N,N,Church Of Ireland,16,9,25
2023,15796F,S N COR AN DROMA,CLAREGALWAY,CO. GALWAY,,,Galway,H91AD85,53,-9,corrandrum@gmail.com,091791715,Hilary Hussey,Galway County Council,N,No subjects through Irish,N,N,Catholic,30,39,69
2023,15816I,ST VINCENTS INF BOYS,North William Street,Dublin 1,,,Dublin,D01VW63,53,-6,stvincentsbns@gmail.com,018363074,Caoimhe Sheehan,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,,79,79
2023,15835M,ST BRENDANS N S,Mount Pleasant,Loughrea,Co. Galway,,Galway,H62YW57,53,-9,office@stbrendansbns.com,091841217,Annette Regan,Galway County Council,N,No subjects through Irish,N,N,Catholic,,238,238
2023,15847T,S N LEITIR MHIC AN BHAIRD,Leitir Mhic a' Bhaird,Lettermacaward,Co. Dh£n na nGall,,Donegal,F94R962,55,-8,scoilbhrideleitir@gmail.com,0749544238,Ciaran Mc Devitt,Donegal County Council,Y,No subjects through Irish,Y,N,Catholic,16,7,23
2023,15866A,CARRAKENNEDY N S,Liscarney,Westport,Co. Mayo,,Mayo,F28RF74,54,-10,admin@carrakennedyns.com,09821442,Aideen McPaul,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,14,17,31
2023,15870O,SCOIL CHONNLA PHADRAIG,Chapel Lane,Newbridge,Co. Kildare,,Kildare,W12Y198,53,-7,info@patricianprimary.ie,045432174,David Dempsey,Kildare County Council,N,No subjects through Irish,N,N,Catholic,157,162,319
2023,15878H,DERRYQUAY MXD N S,Derrymore,Tralee,,,Kerry,V92EK49,52,-10,info@derryquayns.ie,0667130269,Öde Brosnan,Kerry County Council,N,No subjects through Irish,N,N,Catholic,15,27,42
2023,15895H,DRUMCONDRA N S,Church Avenue,Drumcondra,Dublin 9,,Dublin,D09VY58,53,-6,office@drumcondrans.ie,018374886,Karl Lawless,Dublin City Council,N,No subjects through Irish,N,N,Church Of Ireland,29,41,70
2023,15900U,THE GLEBE N.S.,AUGHRIM,BALLINASLOE,CO GALWAY,,Galway,H53P959,53,-8,lmckeigue@hotmail.com,0909673650,LISA MC KEIGUE,Galway County Council,N,No subjects through Irish,N,N,Church Of Ireland,8,8,16
2023,15903D,KILLAVULLEN N S,Killavullen,Mallow,Co. Cork,,Cork,P51AP92,52,-9,info@killavullenns.ie,02226368,Damien Fallon,Cork County Council,N,No subjects through Irish,N,N,Catholic,61,61,122
2023,15923J,CLONEYHURKE N S,Cloneyhurke,Portarlington,Co. Offaly,,Offaly,R32FT51,53,-7,info@cloneyhurke.net,0578623271,Ciar n Cunniffe,Offaly County Council,N,No subjects through Irish,N,N,Catholic,7,26,33
2023,15933M,CAMROSS N S,CAMROSS,PORTLAOISE,CO LAOISE,,Laois,R32YEF6,53,-8,camross1909@gmail.com,0578735230,Talitha Horan,Laois County Council,N,No subjects through Irish,N,N,Catholic,68,63,131
2023,15937U,MONASEED N S,Monaseed,Gorey,Co. Wexford,,Wexford,Y25RF40,53,-6,monaseedns@gmail.com,0539428330,M ire Coates,Wexford County Council,N,No subjects through Irish,N,N,Catholic,24,28,52
2023,15940J,TOMBRACK N S,Tombrack,Ferns,Co. Wexford,,Wexford,Y21HV12,53,-7,tombrackns@gmail.com,0539366738,Elaine Gahan,Wexford County Council,N,No subjects through Irish,N,N,Catholic,19,37,56
2023,15945T,FIRIES MXD N S,Church Road,Firies Village,Killarney,Co. Kerry,Kerry,V93D932,52,-10,info@firiesnationalschool.ie,0669764496,Claire Doyle,Kerry County Council,N,No subjects through Irish,N,N,Catholic,117,145,262
2023,15955W,SN ARAINN MHOR I,Arainn M¢r,Co. Dh£n na nGall,,,Donegal,F92Y978,55,-8,michelle.coll25@gmail.com,0749520116,Michelle Coll,Donegal County Council,Y,All subjects through Irish,Y,Y,Catholic,4,11,15
2023,15957D,RATHANGAN B N S,Rathangan,Co. Kildare,,,Kildare,R51VP23,53,-7,rathanganbns@gmail.com,045528496,Peter Kelly,Kildare County Council,N,No subjects through Irish,N,N,Catholic,,323,323
2023,15958F,ST. JOSEPHS N.S.,WOODFORD,LOUGHREA,COUNTY GALWAY,,Galway,H62Y540,53,-8,coill.woodford@gmail.com,0909749525,Niall Kelly,Galway County Council,Y,No subjects through Irish,N,N,Catholic,26,35,61
2023,15960P,GORTLETTERAGH CENTRAL,FORNOCHT,CARA DROMA RUISC,CO LEITRIM,,Leitrim,N41NY29,54,-8,gortletteraghns@gmail.com,0719631926,Grainne Monaghan,Leitrim County Council,N,No subjects through Irish,N,N,Catholic,37,32,69
2023,15962T,BALLINDAGGIN N S,Ballindaggin,Enniscorthy,Co. Wexford,,Wexford,Y21A371,53,-7,stcolmansnsballindaggin@gmail.com,0539388728,Conor McDonald,Wexford County Council,N,No subjects through Irish,N,N,Catholic,65,71,136
2023,15963V,RATHGORMACK B N S,Carrick-on-Suir,Co. Waterford,,,Waterford,E32PC85,52,-7,info@rathgormackns.com,051646377,Catherine Power,Waterford County Council,N,No subjects through Irish,N,N,Catholic,64,76,140
2023,15967G,CRIMLIN N S,Crimlin,Ross,Castlebar,,Mayo,F23V008,54,-9,crimlinschool@gmail.com,0949025432,Fran Glynn,Mayo County Council,N,No subjects through Irish,N,N,Catholic,9,14,23
2023,15970S,BALLYTARSNA N S,Ballytarsna,Cashel,Co. Tipperary,,Tipperary,E25RW52,53,-8,littleflowerns@gmail.com,050441323,Siobh n McGrath,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,39,43,82
2023,15978L,CURRAHEEN MXD N S,GLENBEIGH,CO KERRY,,,Kerry,V93XD43,52,-10,sncurraheen@gmail.com,0669768033,Karyna Corkery,Kerry County Council,Y,No subjects through Irish,N,N,Catholic,22,24,46
2023,15980V,CAMCLOON N S,Ballydangan,Athlone,Co. Roscommon,,Roscommon,N37YN56,53,-8,camcloonns@gmail.com,0909673437,Bernie Keane,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,33,23,56
2023,15981A,LAKYLE N S,Lakyle,Whitegate,Co. Clare,,Clare,V94HH27,53,-8,lakylens@yahoo.com,061927288,Mary Flanagan,Clare County Council,N,No subjects through Irish,N,N,Catholic,35,25,60
2023,15983E,S N NAOMH BROGAIN,Bracknagh,Rathanagan,Co. Kildare,,Offaly,R51E243,53,-7,stbroghans@gmail.com,0578629047,Elysia McCormack,Offaly County Council,Y,No subjects through Irish,N,N,Catholic,41,35,76
2023,15995L,Star of the Sea,Leahy's Terrace,Sandymount,Dublin 4,,Dublin,D04XW14,53,-6,office@starofthesea.ie,016686394,Niall Walsh,Dublin City Council,N,No subjects through Irish,N,N,Catholic,,249,249
2023,15996N,RATHBANE N S,Bofeenaun,Ballina,Co. Mayo,,Mayo,F26PC82,54,-9,principal@rathbanens.ie,09651182,Elaine Harten,Mayo County Council,N,No subjects through Irish,N,N,Catholic,27,30,57
2023,15997P,ST BRENDAN'S N.S.,The Square,Eyrecourt,Ballinasloe,Co. Galway,Galway,H53R772,53,-8,etreacy@eyrecourtns.ie,0909675362,Eilis Treacy,Galway County Council,Y,No subjects through Irish,N,N,Catholic,24,33,57
2023,16009H,CARRICK MIXED N S,Ballinlough,Co. Roscommon,,,Roscommon,F45PV27,54,-9,carrickns@outlook.com,0949640411,Eoin Davey,Roscommon County Council,Y,No subjects through Irish,N,N,Catholic,52,47,99
2023,16013V,EDENDERRY CONVENT N S,School Lane,Edenderry,Co. Offaly,,Offaly,R45DA33,53,-7,info@stmaryspsedenderry.ie,0469731424,Declan Downey,Offaly County Council,N,No subjects through Irish,N,N,Catholic,243,179,422
2023,16014A,ST FINIANS,Spunkane,Waterville,Co. Kerry,,Kerry,V23AX51,52,-10,office@stfiniansns.ie,0669474685,David O'Leary,Kerry County Council,N,No subjects through Irish,N,N,Catholic,63,48,111
2023,16023B,RATHGAROGUE N S,Rathgarogue,New Ross,Co. Wexford,,Wexford,Y34H291,52,-7,principal@rathgaroguens.com,051424779,Anne Marie O'Neill,Wexford County Council,N,No subjects through Irish,N,N,Catholic,85,90,175
2023,16027J,S N MUIRE,Stratford-on-Slaney,Baltinglass,,,Wicklow,W91DX22,53,-7,stratfordns@gmail.com,0596481279,Debbie Byrne,Wicklow County Council,Y,No subjects through Irish,N,N,Catholic,29,36,65
2023,16034G,TULSK N S,TULSK,CASTLEREA,CO ROSCOMMON,,Roscommon,F45VE84,54,-8,tulsknationalschool@gmail.com,0719639287,Sinead Parker,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,39,37,76
2023,16044J,KILROSS N S,BALLINTOGHER,CO SLIGO,,,Sligo,F91ED95,54,-8,kilrossns@gmail.com,0719130074,Roisin Coughlan,Sligo County Council,N,No subjects through Irish,N,N,Catholic,20,26,46
2023,16052I,S N NAOMH PADRAIG SAILE,S ile,Gob a Choire,Acaill,Co. Mhaigh Eo,Mayo,F28Y229,54,-10,scoilnaomhpadraigs@gmail.com,09845767,John Gallagher,Mayo County Council,Y,All subjects through Irish,Y,N,Catholic,33,19,52
2023,16054M,ST PATRICKS N S,MURLOG,LIFFORD,CO DONEGAL,,Donegal,F93AP93,55,-8,stpatricksmurlog@outlook.com,0749141450,Michael Odhr n Harvey,Donegal County Council,Y,No subjects through Irish,N,N,Catholic,75,77,152
2023,16057S,CONVENT OF MERCY N S,Upper Bridge Street,Belturbet,Co. Cavan,,Cavan,H14A009,54,-7,info@comns.ie,0499522992,Aoibh¡nn O'Neill,Cavan County Council,Y,No subjects through Irish,N,N,Catholic,114,47,161
2023,16067V,SCOIL NAIS FININ NAOFA,CLONARD,ENFIELD,CO MEATH,,Meath,A83TY71,53,-7,office@stfinians.ie,0449375551,Paul Forristal,Meath County Council,N,No subjects through Irish,N,N,Catholic,17,22,39
2023,16070K,MOUNTMELLICK BOYS N S,Davitt Road,Mountmellick,Co. Laois,,Laois,R32DY73,53,-7,secretary@spnbns.ie,0578624760,John Murrell,Laois County Council,Y,No subjects through Irish,N,N,Catholic,,219,219
2023,16071M,SCOIL CHROI NAOFA,Tuam Road,Athenry,Co. Galway,,Galway,H65C860,53,-9,office@scoilchroinaofaathenry.ie,091844510,Fergal Naughton,Galway County Council,N,No subjects through Irish,N,N,Catholic,268,82,350
2023,16072O,NEWBAWN N S,Newbawn,Co. Wexford,,,Wexford,Y35WT27,52,-7,shnsnewbawn@gmail.com,051428416,Lisa Crowe,Wexford County Council,N,No subjects through Irish,N,N,Catholic,81,84,165
2023,16077B,ARDFINNAN N S,Clonmel,Co. Tipperary,,,Tipperary,E91X6F9,52,-8,office@ardfinnanns.ie,0527466397,Brid Quinlivan,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,101,137,238
2023,16080N,S N PHADRAIG NAOFA,The Course,Tullow,Co. Carlow,,Carlow,R93C594,53,-7,info@tullowboysns.ie,0599151625,Rory Healy,Carlow County Council,Y,No subjects through Irish,N,N,Catholic,,196,196
2023,16083T,VIRGINIA MXD N S,Virginia,Co. Cavan,,,Cavan,A82FA09,54,-7,info@virginians.ie,0498547035,Jacinta Jordan,Cavan County Council,N,No subjects through Irish,N,N,Catholic,256,241,497
2023,16087E,KEALKIL N S,BANTRY,CO CORK,,,Cork,P75FF21,52,-9,info@kealkillns.ie,02766298,DARRAGH CAREY,Cork County Council,N,No subjects through Irish,N,N,Catholic,99,98,197
2023,16092U,ATHLONE N S,Arcadia,Athlone,Co. Westmeath,,Westmeath,N37CX20,53,-8,athlonemixednational@gmail.com,0906474911,Miriam Byrne,Westmeath County Council,N,No subjects through Irish,N,N,Church Of Ireland,29,29,58
2023,16093W,BALLYCONNELL MXD N S,Ballyconnell,Co. Cavan,,,Cavan,H14HK81,54,-8,office.bcns@gmail.com,0499526673,Terence Reynolds,Cavan County Council,N,No subjects through Irish,N,N,Catholic,107,101,208
2023,16100Q,MERCY CONVENT N S,Railway Street,Navan,Co. Meath,,Meath,C15EA40,54,-7,stjosephspsoffice@gmail.com,0469021989,Ann Murphy,Meath County Council,Y,No subjects through Irish,N,N,Catholic,191,195,386
2023,16108J,SCOIL NAOMH TREASA C,TIERNASLIGO URRIS CLONMANY,LIFFORD,CO DONEGAL,,Donegal,F93KD53,55,-7,tiernasligo@yahoo.ie,0749376359,Brigid Mc Gonagle,Donegal County Council,Y,No subjects through Irish,N,N,Catholic,29,29,58
2023,16109L,Scoil Realt na Mara,Ballycotton,Midleton,Co. Cork,,Cork,P25RX22,52,-8,secretary@scoilrealtnamara.ie,0214646068,Eil¡s Casey,Cork County Council,N,No subjects through Irish,N,N,Catholic,39,54,93
2023,16111V,KILLUSTY N S,Killusty,Fethard,Co. Tipperary,,Tipperary,E91XE12,52,-8,killustyns@gmail.com,0526132314,Sarah O'Sullivan,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,13,11,24
2023,16112A,ST MARYS CONVENT,O'Rahilly Street,Nenagh,Co. Tipperary,,Tipperary,E45DX78,53,-8,info@stmarysprimary.ie,06731895,Peadar O'Dwyer,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Catholic,342,51,393
2023,16113C,S N Toin na Gaoithe,"TOIN R‚ Gaoith, Acaill,",CATHAIR NA MART,CO MHAIGH EO,,Mayo,F28R239,54,-10,snthoinregaoith.ias@gmail.com,09845247,Br¡d¡n Bean Mhic Ghiollabh in,Mayo County Council,Y,All subjects through Irish,Y,N,Catholic,22,44,66
2023,16116I,S N NAOMH COLMAIN,Clarabricken,Clara,Co. Kilkenny,,Kilkenny,R95YW73,53,-7,office.clarans@gmail.com,0567759736,Richard Mulrooney,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,106,101,207
2023,16118M,DONOUGHMORE N S,DONOUGHMORE,CO. LIMERICK,,,Limerick,V94X051,53,-9,donoughmorenslimk@gmail.com,061418173,EMER MARIE CLIFFORD,Limerick County Council,N,No subjects through Irish,N,N,Catholic,68,80,148
2023,16121B,ATTYMON N S,Attymon,Athenry,Co. Galway,,Galway,H65YX73,53,-9,attymonns@gmail.com,091848454,Pauline Vesey,Galway County Council,N,No subjects through Irish,N,N,Catholic,7,5,12
2023,16122D,KNOCK N S,Knock,Claremorris,Co. Mayo,,Mayo,F12KF89,54,-9,maire.boyle@knockns.ie,0949388435,M ire Boyle,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,71,83,154
2023,16127N,GORTHAGANNY N S,Gortaganny,Loughglynn,Co. Roscommon,,Roscommon,F45C951,54,-9,gorthaganny@hotmail.com,0949649323,Geraldine Collins,Roscommon County Council,Y,No subjects through Irish,N,N,Catholic,23,35,58
2023,16128P,Bunscoil na Toirbhirte,Mitchelstown,Co. Cork,,,Cork,P67FE82,52,-8,officebunscoil@gmail.com,02524264,Michael Mc Carthy,Cork County Council,N,No subjects through Irish,N,N,Catholic,229,53,282
2023,16129R,CORCAGHAN N S,Corcaghan,Stranooden,Co. Monaghan,,Monaghan,H18E284,54,-7,corcaghanns@gmail.com,0429744026,Sin‚ad Forde (Doherty),Monaghan County Council,N,No subjects through Irish,N,N,Catholic,47,43,90
2023,16130C,ST JOSEPHS N S,Killenummery,Dromahair,Co. Leitrim,,Leitrim,F91RT98,54,-8,ngallagher@killenummeryns.ie,0719164860,Nuala Gallagher,Leitrim County Council,N,No subjects through Irish,N,N,Catholic,28,25,53
2023,16136O,CLIFFONEY N S,Ballinphull,Cliffoney,Co. Sligo,,Sligo,F91YC85,54,-8,cliffoneyns@gmail.com,0719166578,Ellie Kennedy,Sligo County Council,N,No subjects through Irish,N,N,Catholic,35,47,82
2023,16137Q,DRUMFAD N S,Kerrykeel P O,LETTERKENNY,,,Donegal,F92P683,55,-8,drumfadbally@gmail.com,0749159399,Sarah McCarron,Donegal County Council,Y,No subjects through Irish,N,N,Presbyterian,18,18,36
2023,16138S,RAPHOE CENTRAL N S,RAPHOE,LIFFORD,CO DONEGAL,,Donegal,F93E367,55,-8,office@raphoecentralns.ie,0749145361,MRS NORMA SUMMERS,Donegal County Council,Y,No subjects through Irish,N,N,Church Of Ireland,79,95,174
2023,16140F,SKEAGHVASTHEEN N S,Gorteen,Skeaghvasteen,Co. Kilkenny,,Kilkenny,R95D529,53,-7,skeoughvosteenps@gmail.com,0599775444,Valerie Cullen,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,44,45,89
2023,16143L,S N PHEADAIR AGUS PHOIL,Drumconrath,Navan,Co. Meath,,Meath,C15TX05,54,-7,drumconrathns@yahoo.ie,0416854178,Joanne Carroll,Meath County Council,N,No subjects through Irish,N,N,Catholic,49,66,115
2023,16145P,BUNSCOIL LORETO,St Michael's Road,Gorey,Co. Wexford,,Wexford,Y25HD34,53,-6,principal@bunscoilloreto.ie,0539421827,Aileen Kennedy,Wexford County Council,N,No subjects through Irish,N,N,Catholic,349,290,639
2023,16159D,Convent Girls Senior National School,Bathview,Mallow,Co Cork,,Cork,P51D958,52,-9,info@conventps.ie,02242211,Sheila O'Connor,Cork County Council,N,No subjects through Irish,N,N,Catholic,235,16,251
2023,16160L,CLONAGHADOO N S,Clonaghdoo,Geashill,Co. Offaly,,Offaly,R35W427,53,-7,clonaghadoons2020@gmail.com,0578628757,Grainne Finnerty,Laois County Council,N,No subjects through Irish,N,N,Catholic,37,55,92
2023,16166A,CARRIG N S,Carrig,Birr,Co. Offaly,,Tipperary,R42TN60,53,-8,sncarrig@gmail.com,0579120804,Tony Sampson,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Catholic,18,33,51
2023,16170O,CLOGHANS N S,Cloghans,Knockmore,Ballina,,Mayo,F26A403,54,-9,cloghansnationalschool@gmail.com,0949258245,Maria Molloy,Mayo County Council,N,No subjects through Irish,N,N,Catholic,9,4,13
2023,16173U,KINAFFE N S,Kinaffe,Swinford,Co. Mayo,,Mayo,F12FW71,54,-9,kinaffe1915@gmail.com,0949251031,Margaret Noone,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,27,22,49
2023,16177F,LINDSAY ROAD N S,LINDSAY ROAD,GLASNEVIN,DUBLIN 9,,Dublin,D09YH93,53,-6,lindsayroadns@hotmail.com,018600247,David O'Sullivan,Dublin City Council,N,No subjects through Irish,N,N,Presbyterian,36,55,91
2023,16186G,INCH N S,ENNIS,CO CLARE,,,Clare,V95TC60,53,-9,reception@inchns.com,0656839353,Conor McKenna,Clare County Council,N,No subjects through Irish,N,N,Catholic,57,40,97
2023,16202B,Castleblayney Convent National School,Laurel Hill,Castleblayney,Co. Monaghan,,Monaghan,A75XT66,54,-7,scoilnagcailini@gmail.com,0429746090,Paula Coleman,Monaghan County Council,Y,No subjects through Irish,N,N,Catholic,147,,147
2023,16204F,S N AN MOININ RUA,The Glen,Moneenroe,Castlecomer,Co. Kilkenny,Kilkenny,R95F8WP,53,-7,moneenroeschool@gmail.com,0564442288,Barbara Luttrell,Kilkenny County Council,Y,No subjects through Irish,N,N,Catholic,65,54,119
2023,16208N,Scoil N is¡unta Naomh Feich¡n,Termonfeckin,Drogheda,Co. Louth,,Louth,A92YN15,54,-6,office@scoilnaomhfeichin.ie,0419822589,Bryan Collins,Louth County Council,N,No subjects through Irish,N,N,Catholic,133,164,297
2023,16211C,TWO MILE BORRIS N S,TWO MILE BORRIS,THURLES,CO. TIPPERARY,,Tipperary,E41T868,53,-8,office@scoilmochaomhog.ie,050444466,Michael Ryan,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Catholic,61,67,128
2023,16217O,AN BHREAC CHLUAIN B,ANNASCAUL,TRALEE,CO KERRY,,Kerry,V92T9P1,52,-10,scoilbhreacchluain@gmail.com,0669157436,Mary Murphy,Kerry County Council,N,No subjects through Irish,N,N,Catholic,49,48,97
2023,16230G,S N LISNAFUNCHIN,Castlecomer,Co. Kilkenny,,,Kilkenny,R95TKD2,53,-7,principal@lisnafunchinschool.com,0872124816,Shane Campion,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,21,13,34
2023,16237U,DROMTRASNA N S,Dromtrasna National School,Dromtrasna North,Abbeyfeale,limerick,Limerick,V94W5RC,52,-9,dromtrasnans@gmail.com,06831822,Aileen Quirke (Acting Principal),Limerick County Council,N,No subjects through Irish,N,N,Catholic,72,63,135
2023,16239B,MEENKILLY N S,ABBEYFEALE,CO LIMERICK,,,Limerick,V94CXH1,52,-9,meenkillyns@gmail.com,06831631,Kelley N¡ Airtn‚ada,Limerick County Council,N,No subjects through Irish,N,N,Catholic,51,47,98
2023,16242N,S N DUMHACH BEAG,Doaghbeg,Portalson,Co. Donegal,,Donegal,F92D597,55,-8,doaghbegns@yahoo.ie,0749159311,Noeleen Sweeney,Donegal County Council,Y,No subjects through Irish,Y,N,Catholic,3,4,7
2023,16246V,DRUMCLUGH N S,Bantry,Co. Cork,,,Cork,P75VA47,52,-9,dromclough@gmail.com,02750868,Melanie O Sullivan,Cork County Council,N,No subjects through Irish,N,N,Catholic,19,14,33
2023,16249E,BELLURGAN N S,New Road,Bellurgan,Dundalk,,Louth,A91N288,54,-6,principal@bellurganns.ie,0429371479,Dermot McCoy,Louth County Council,N,No subjects through Irish,N,N,Catholic,52,67,119
2023,16250M,TEMPLETUOHY N S,Main Street,Templetuohy,Thurles,Co. Tipperary,Tipperary,E41FX03,53,-8,office@templetuohyns.ie,050453175,Carmel McDonnell,Tipperary (Nr) County Council,Y,No subjects through Irish,N,N,Catholic,52,34,86
2023,16259H,KILCOLMAN N S,Kilcolman,Enniskeane,,,Cork,P47X526,52,-9,kilcolmanns@gmail.com,0238839460,Freda Mills,Cork County Council,N,No subjects through Irish,N,N,Catholic,19,19,38
2023,16264A,ABBEYFEALE B N S 1,Church Street,Abbeyfeale,Co. Limerick,,Limerick,V94DH96,52,-9,stmarysboys.ias@eircom.net,06831699,Sean Woulfe,Limerick County Council,Y,No subjects through Irish,N,N,Catholic,,94,94
2023,16267G,ST PATRICKS BOYS NATIONAL SCHOOL,Donabate,Co. Dublin,,,Dublin,K36W309,53,-6,info@stpatsbns.ie,018436168,Brian Horan,Fingal County Council,N,No subjects through Irish,N,N,Catholic,,371,371
2023,16269K,KILLASSER NS,KILLASSER,SWINFORD,CO MAYO,,Mayo,F12AH68,54,-9,killasserschool@gmail.com,0949251489,Claire,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,13,14,27
2023,16271U,WATERGRASSHILL N S,Watergrasshill,Co. Cork,,,Cork,T56EW80,52,-8,office@watergrasshillns.ie,0214889163,Michael Prout,Cork County Council,N,Some subjects through Irish,N,N,Catholic,194,211,405
2023,16276H,CARRIG N S,Ballycommon,Nenagh,Co. Tipperary,,Tipperary,E45P227,53,-8,carrigns1@gmail.com,06724355,Perry Maloney,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Catholic,116,124,240
2023,16279N,SCOIL CHOLUIM,Ballyheerin,Fanad,Letterkenny,Co. Donegal,Donegal,F92ND30,55,-8,info@ballyheerinschool.ie,0749159526,Leanne Duffy,Donegal County Council,Y,No subjects through Irish,N,N,Catholic,14,10,24
2023,16281A,S N Naomh Gobnait,D£n Chaoin,TRµ LÖ,CO CHIARRAI,,Kerry,V92NY00,52,-10,scoildhunchaoin.ias@gmail.com,0669156411,MALACHAÖ MAC AMHLAOIBH,Kerry County Council,N,All subjects through Irish,Y,N,Catholic,25,18,43
2023,16283E,S N POL A TSOMAIS,Pol a tSomais,B‚al an µtha,Co. Mhaigh Eo,,Mayo,F26WD26,54,-10,pullathomasns@gmail.com,09784573,Aisling Nic Aindri£,Mayo County Council,Y,All subjects through Irish,Y,N,Catholic,11,14,25
2023,16286K,CARRIGBOY N S,DURRUS,BANTRY,CO CORK,,Cork,P75FH76,52,-10,carrigboynsdurrus@gmail.com,02761399,MICHAEL CRONIN,Cork County Council,N,No subjects through Irish,N,N,Catholic,39,51,90
2023,16289Q,ST JOHNS N S,CARROWMORE,SWINFORD,CO MAYO,,Mayo,F12CX29,54,-9,carramorenationalschool@gmail.com,0719181435,MRS MARIE FALLON,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,22,21,43
2023,16291D,CLOONCAGH N S,Clooncagh,Stokestown,Co. Roscommon,,Roscommon,F42V580,54,-8,clooncaghschool@gmail.com,0719633253,Feena Beirne,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,11,13,24
2023,16293H,S N CILL RICHILL,BAILE LOCHA RIABHACH,CO NA GAILLIMHE,,,Galway,H62KC82,53,-8,kilricklens@gmail.com,091843363,Mr Colm Gibbons,Galway County Council,N,No subjects through Irish,N,N,Catholic,21,35,56
